date,days,rate
01/05/2010,2262,3.382253
01/05/2010,2353,3.458661
01/05/2010,2451,3.537089
01/05/2010,2542,3.606391
01/05/2010,2626,3.668593
01/05/2010,2724,3.737179
01/05/2010,2815,3.798302
01/05/2010,2906,3.856849
01/05/2010,2997,3.913662
01/05/2010,3088,3.967569
01/05/2010,3179,4.01939
01/05/2010,3270,4.069162
01/05/2010,3361,4.117726
01/05/2010,3452,4.163862
01/05/2010,3543,4.208269
01/05/2010,3634,4.251078
01/06/2010,7,0.210715
01/06/2010,14,0.225581
01/06/2010,42,0.247536
01/06/2010,70,0.262064
01/06/2010,105,0.279461
01/06/2010,133,0.301726
01/06/2010,161,0.327704
01/06/2010,252,0.405113
01/06/2010,343,0.538108
01/06/2010,434,0.701193
01/06/2010,525,0.876897
01/06/2010,623,1.069758
01/06/2010,714,1.247105
01/06/2010,805,1.423071
01/06/2010,896,1.593958
01/06/2010,987,1.760224
01/06/2010,1078,1.920053
01/06/2010,1169,2.074154
01/06/2010,1260,2.219409
01/06/2010,1351,2.356924
01/06/2010,1442,2.487525
01/06/2010,1533,2.612739
01/06/2010,1624,2.730939
01/06/2010,1715,2.842975
01/06/2010,1806,2.949524
01/06/2010,1897,3.051615
01/06/2010,1988,3.147567
01/06/2010,2079,3.239062
01/06/2010,2170,3.32582
01/06/2010,2261,3.409219
01/06/2010,2352,3.487906
01/06/2010,2450,3.568793
01/06/2010,2541,3.640389
01/06/2010,2625,3.704729
01/06/2010,2723,3.775634
01/06/2010,2814,3.838929
01/06/2010,2905,3.899512
01/06/2010,2996,3.958235
01/06/2010,3087,4.013938
01/06/2010,3178,4.067453
01/06/2010,3269,4.118822
01/06/2010,3360,4.168897
01/06/2010,3451,4.216463
01/06/2010,3542,4.262226
01/06/2010,3633,4.306323
01/07/2010,7,0.210715
01/07/2010,13,0.222961
01/07/2010,41,0.245514
01/07/2010,69,0.259018
01/07/2010,104,0.275903
01/07/2010,132,0.296942
01/07/2010,160,0.322146
01/07/2010,251,0.400041
01/07/2010,342,0.534775
01/07/2010,433,0.701059
01/07/2010,524,0.881505
01/07/2010,622,1.079509
01/07/2010,713,1.261005
01/07/2010,804,1.440174
01/07/2010,895,1.613604
01/07/2010,986,1.781937
01/07/2010,1077,1.9439
01/07/2010,1168,2.099796
01/07/2010,1259,2.246577
01/07/2010,1350,2.385404
01/07/2010,1441,2.517147
01/07/2010,1532,2.643064
01/07/2010,1623,2.761884
01/07/2010,1714,2.87447
01/07/2010,1805,2.98151
01/07/2010,1896,3.084041
01/07/2010,1987,3.18039
01/07/2010,2078,3.272026
01/07/2010,2169,3.35891
01/07/2010,2260,3.442222
01/07/2010,2351,3.520632
01/07/2010,2449,3.601242
01/07/2010,2540,3.6726
01/07/2010,2624,3.736734
01/07/2010,2722,3.807412
01/07/2010,2813,3.87051
01/07/2010,2904,3.930907
01/07/2010,2995,3.989455
01/07/2010,3086,4.044992
01/07/2010,3177,4.09835
01/07/2010,3268,4.14957
01/07/2010,3359,4.199503
01/07/2010,3450,4.246934
01/07/2010,3541,4.292569
01/07/2010,3632,4.336543
01/08/2010,7,0.210715
01/08/2010,12,0.221419
01/08/2010,40,0.245615
01/08/2010,68,0.257187
01/08/2010,103,0.271413
01/08/2010,131,0.289239
01/08/2010,159,0.311496
01/08/2010,250,0.376994
01/08/2010,341,0.496676
01/08/2010,432,0.652211
01/08/2010,523,0.824813
01/08/2010,621,1.018558
01/08/2010,712,1.19844
01/08/2010,803,1.377506
01/08/2010,894,1.551365
01/08/2010,985,1.720976
01/08/2010,1076,1.884422
01/08/2010,1167,2.042348
01/08/2010,1258,2.191224
01/08/2010,1349,2.332197
01/08/2010,1440,2.466127
01/08/2010,1531,2.594265
01/08/2010,1622,2.715334
01/08/2010,1713,2.830192
01/08/2010,1804,2.939272
01/08/2010,1895,3.043886
01/08/2010,1986,3.142124
01/08/2010,2077,3.23548
01/08/2010,2168,3.323938
01/08/2010,2259,3.408696
01/08/2010,2350,3.488438
01/08/2010,2448,3.570369
01/08/2010,2539,3.642861
01/08/2010,2623,3.707973
01/08/2010,2721,3.779712
01/08/2010,2812,3.843729
01/08/2010,2903,3.904986
01/08/2010,2994,3.964342
01/08/2010,3085,4.020638
01/08/2010,3176,4.07471
01/08/2010,3267,4.126604
01/08/2010,3358,4.177175
01/08/2010,3449,4.225209
01/08/2010,3540,4.271415
01/08/2010,3631,4.315931
01/11/2010,7,0.210094
01/11/2010,9,0.214359
01/11/2010,37,0.245859
01/11/2010,65,0.25786
01/11/2010,100,0.270504
01/11/2010,128,0.286729
01/11/2010,156,0.307135
01/11/2010,247,0.369439
01/11/2010,338,0.482682
01/11/2010,429,0.631552
01/11/2010,520,0.799928
01/11/2010,618,0.990566
01/11/2010,709,1.16898
01/11/2010,800,1.347487
01/11/2010,891,1.521401
01/11/2010,982,1.69151
01/11/2010,1073,1.856208
01/11/2010,1164,2.015962
01/11/2010,1255,2.167107
01/11/2010,1346,2.310363
01/11/2010,1437,2.446591
01/11/2010,1528,2.577039
01/11/2010,1619,2.700427
01/11/2010,1710,2.817346
01/11/2010,1801,2.928522
01/11/2010,1892,3.035023
01/11/2010,1983,3.135193
01/11/2010,2074,3.230305
01/11/2010,2165,3.320366
01/11/2010,2256,3.40659
01/11/2010,2347,3.487679
01/11/2010,2445,3.570943
01/11/2010,2536,3.644576
01/11/2010,2620,3.710669
01/11/2010,2718,3.783471
01/11/2010,2809,3.848406
01/11/2010,2900,3.91052
01/11/2010,2991,3.970679
01/11/2010,3082,4.027728
01/11/2010,3173,4.082507
01/11/2010,3264,4.135067
01/11/2010,3355,4.186266
01/11/2010,3446,4.234893
01/11/2010,3537,4.28166
01/11/2010,3628,4.326707
01/12/2010,7,0.210094
01/12/2010,8,0.212368
01/12/2010,36,0.246292
01/12/2010,64,0.258291
01/12/2010,99,0.270911
01/12/2010,127,0.28494
01/12/2010,155,0.304886
01/12/2010,246,0.360781
01/12/2010,337,0.4685
01/12/2010,428,0.613211
01/12/2010,519,0.777159
01/12/2010,617,0.962912
01/12/2010,708,1.136712
01/12/2010,799,1.310515
01/12/2010,890,1.480174
01/12/2010,981,1.645886
01/12/2010,1072,1.805654
01/12/2010,1163,1.960465
01/12/2010,1254,2.107017
01/12/2010,1345,2.245961
01/12/2010,1436,2.378102
01/12/2010,1527,2.504952
01/12/2010,1618,2.625144
01/12/2010,1709,2.739206
01/12/2010,1800,2.847813
01/12/2010,1891,2.95199
01/12/2010,1982,3.050049
01/12/2010,2073,3.143234
01/12/2010,2164,3.231528
01/12/2010,2255,3.316127
01/12/2010,2346,3.39591
01/12/2010,2444,3.47788
01/12/2010,2535,3.550397
01/12/2010,2619,3.615523
01/12/2010,2717,3.687281
01/12/2010,2808,3.751308
01/12/2010,2899,3.81257
01/12/2010,2990,3.871928
01/12/2010,3081,3.928223
01/12/2010,3172,3.982291
01/12/2010,3263,4.03418
01/12/2010,3354,4.084743
01/12/2010,3445,4.132768
01/12/2010,3536,4.178963
01/12/2010,3627,4.223467
01/13/2010,7,0.210094
01/13/2010,14,0.224385
01/13/2010,31,0.236341
01/13/2010,35,0.237698
01/13/2010,63,0.253707
01/13/2010,98,0.269902
01/13/2010,126,0.28877
01/13/2010,154,0.309993
01/13/2010,245,0.373624
01/13/2010,336,0.489148
01/13/2010,427,0.641647
01/13/2010,518,0.811561
01/13/2010,616,1.000967
01/13/2010,707,1.176601
01/13/2010,798,1.351241
01/13/2010,889,1.521042
01/13/2010,980,1.686397
01/13/2010,1071,1.84586
01/13/2010,1162,2.000409
01/13/2010,1253,2.146728
01/13/2010,1344,2.285804
01/13/2010,1435,2.418373
01/13/2010,1526,2.545894
01/13/2010,1617,2.666676
01/13/2010,1708,2.781528
01/13/2010,1799,2.89084
01/13/2010,1890,2.995893
01/13/2010,1981,3.094744
01/13/2010,2072,3.188868
01/13/2010,2163,3.278229
01/13/2010,2254,3.36401
01/13/2010,2345,3.444881
01/13/2010,2443,3.527926
01/13/2010,2534,3.601367
01/13/2010,2618,3.667452
01/13/2010,2716,3.740246
01/13/2010,2807,3.80517
01/13/2010,2898,3.86743
01/13/2010,2989,3.927724
01/13/2010,3080,3.985046
01/13/2010,3171,4.040081
01/13/2010,3262,4.093021
01/13/2010,3353,4.144714
01/13/2010,3444,4.193807
01/13/2010,3535,4.241015
01/13/2010,3626,4.286481
01/14/2010,7,0.210094
01/14/2010,14,0.223142
01/14/2010,31,0.236341
01/14/2010,34,0.237359
01/14/2010,62,0.253779
01/14/2010,97,0.268287
01/14/2010,125,0.283128
01/14/2010,153,0.300885
01/14/2010,244,0.354955
01/14/2010,335,0.462151
01/14/2010,426,0.607816
01/14/2010,517,0.77246
01/14/2010,615,0.957155
01/14/2010,706,1.12959
01/14/2010,797,1.301767
01/14/2010,888,1.46961
01/14/2010,979,1.633371
01/14/2010,1070,1.79151
01/14/2010,1161,1.944941
01/14/2010,1252,2.090301
01/14/2010,1343,2.228885
01/14/2010,1434,2.361339
01/14/2010,1525,2.488757
01/14/2010,1616,2.609446
01/14/2010,1707,2.724478
01/14/2010,1798,2.833951
01/14/2010,1889,2.939148
01/14/2010,1980,3.038126
01/14/2010,2071,3.132364
01/14/2010,2162,3.221829
01/14/2010,2253,3.307704
01/14/2010,2344,3.388464
01/14/2010,2442,3.471402
01/14/2010,2533,3.544747
01/14/2010,2617,3.610587
01/14/2010,2715,3.682936
01/14/2010,2806,3.747474
01/14/2010,2897,3.809213
01/14/2010,2988,3.869169
01/14/2010,3079,3.926025
01/14/2010,3170,3.980621
01/14/2010,3261,4.033145
01/14/2010,3352,4.084445
01/14/2010,3443,4.133166
01/14/2010,3534,4.18002
01/14/2010,3625,4.225149
01/15/2010,7,0.210094
01/15/2010,14,0.223142
01/15/2010,31,0.236341
01/15/2010,33,0.237021
01/15/2010,61,0.253865
01/15/2010,96,0.266646
01/15/2010,124,0.278545
01/15/2010,152,0.294461
01/15/2010,187,0.319033
01/15/2010,243,0.357624
01/15/2010,334,0.456141
01/15/2010,425,0.593695
01/15/2010,516,0.751351
01/15/2010,614,0.92925
01/15/2010,705,1.095772
01/15/2010,796,1.262818
01/15/2010,887,1.426068
01/15/2010,978,1.586561
01/15/2010,1069,1.742415
01/15/2010,1160,1.894313
01/15/2010,1251,2.038725
01/15/2010,1342,2.176826
01/15/2010,1433,2.308857
01/15/2010,1524,2.4362
01/15/2010,1615,2.556818
01/15/2010,1706,2.671786
01/15/2010,1797,2.781198
01/15/2010,1888,2.886097
01/15/2010,1979,2.985033
01/15/2010,2070,3.07923
01/15/2010,2161,3.168656
01/15/2010,2252,3.254494
01/15/2010,2343,3.335218
01/15/2010,2441,3.418121
01/15/2010,2532,3.491433
01/15/2010,2616,3.557242
01/15/2010,2714,3.629561
01/15/2010,2805,3.694069
01/15/2010,2896,3.75578
01/15/2010,2987,3.81571
01/15/2010,3078,3.87254
01/15/2010,3169,3.92711
01/15/2010,3260,3.97961
01/15/2010,3351,4.030887
01/15/2010,3442,4.079585
01/15/2010,3533,4.126417
01/15/2010,3624,4.171525
01/19/2010,7,0.210094
01/19/2010,14,0.22252
01/19/2010,29,0.23247
01/19/2010,57,0.250244
01/19/2010,92,0.264958
01/19/2010,120,0.277647
01/19/2010,148,0.293205
01/19/2010,183,0.319524
01/19/2010,239,0.362206
01/19/2010,330,0.46484
01/19/2010,421,0.607285
01/19/2010,512,0.768245
01/19/2010,610,0.948649
01/19/2010,701,1.116875
01/19/2010,792,1.285234
01/19/2010,883,1.449507
01/19/2010,974,1.610818
01/19/2010,1065,1.767762
01/19/2010,1156,1.920958
01/19/2010,1247,2.06682
01/19/2010,1338,2.206495
01/19/2010,1429,2.3402
01/19/2010,1520,2.469003
01/19/2010,1611,2.591182
01/19/2010,1702,2.707529
01/19/2010,1793,2.818167
01/19/2010,1884,2.924163
01/19/2010,1975,3.023852
01/19/2010,2066,3.118727
01/19/2010,2157,3.208763
01/19/2010,2248,3.294953
01/19/2010,2339,3.375993
01/19/2010,2437,3.4592
01/19/2010,2528,3.53259
01/19/2010,2612,3.598464
01/19/2010,2710,3.670843
01/19/2010,2801,3.735239
01/19/2010,2892,3.796841
01/19/2010,2983,3.856666
01/19/2010,3074,3.913392
01/19/2010,3165,3.967863
01/19/2010,3256,4.020126
01/19/2010,3347,4.071178
01/19/2010,3438,4.119659
01/19/2010,3529,4.166284
01/19/2010,3620,4.211193
01/20/2010,7,0.210094
01/20/2010,14,0.22252
01/20/2010,28,0.2318
01/20/2010,56,0.247693
01/20/2010,91,0.261599
01/20/2010,119,0.275185
01/20/2010,147,0.291318
01/20/2010,182,0.316195
01/20/2010,238,0.364607
01/20/2010,329,0.464089
01/20/2010,420,0.603749
01/20/2010,511,0.762956
01/20/2010,609,0.942072
01/20/2010,700,1.108772
01/20/2010,791,1.275378
01/20/2010,882,1.438258
01/20/2010,973,1.597965
01/20/2010,1064,1.753145
01/20/2010,1155,1.904065
01/20/2010,1246,2.04761
01/20/2010,1337,2.18494
01/20/2010,1428,2.316596
01/20/2010,1519,2.443594
01/20/2010,1610,2.563886
01/20/2010,1701,2.678545
01/20/2010,1792,2.787665
01/20/2010,1883,2.892288
01/20/2010,1974,2.990727
01/20/2010,2065,3.084461
01/20/2010,2156,3.17324
01/20/2010,2247,3.258273
01/20/2010,2338,3.338244
01/20/2010,2436,3.420392
01/20/2010,2527,3.492867
01/20/2010,2611,3.55795
01/20/2010,2709,3.629473
01/20/2010,2800,3.693125
01/20/2010,2891,3.754028
01/20/2010,2982,3.813197
01/20/2010,3073,3.869305
01/20/2010,3164,3.923193
01/20/2010,3255,3.974905
01/20/2010,3346,4.025436
01/20/2010,3437,4.073423
01/20/2010,3528,4.119578
01/20/2010,3619,4.164041
01/21/2010,7,0.211337
01/21/2010,14,0.22252
01/21/2010,27,0.231129
01/21/2010,55,0.247653
01/21/2010,90,0.261729
01/21/2010,118,0.274195
01/21/2010,146,0.288685
01/21/2010,181,0.310288
01/21/2010,237,0.355513
01/21/2010,328,0.447994
01/21/2010,419,0.582699
01/21/2010,510,0.737863
01/21/2010,608,0.913999
01/21/2010,699,1.078685
01/21/2010,790,1.243166
01/21/2010,881,1.403318
01/21/2010,972,1.560339
01/21/2010,1063,1.712862
01/21/2010,1154,1.861542
01/21/2010,1245,2.003173
01/21/2010,1336,2.138505
01/21/2010,1427,2.268097
01/21/2010,1518,2.393276
01/21/2010,1609,2.511953
01/21/2010,1700,2.625168
01/21/2010,1791,2.732988
01/21/2010,1882,2.836436
01/21/2010,1973,2.933807
01/21/2010,2064,3.026565
01/21/2010,2155,3.114448
01/21/2010,2246,3.19886
01/21/2010,2337,3.278256
01/21/2010,2435,3.359835
01/21/2010,2526,3.431817
01/21/2010,2610,3.496474
01/21/2010,2708,3.567537
01/21/2010,2799,3.630786
01/21/2010,2890,3.691312
01/21/2010,2981,3.750127
01/21/2010,3072,3.805901
01/21/2010,3163,3.859473
01/21/2010,3254,3.911026
01/21/2010,3345,3.961407
01/21/2010,3436,4.009251
01/21/2010,3527,4.05527
01/21/2010,3618,4.099603
01/22/2010,7,0.211337
01/22/2010,14,0.22252
01/22/2010,26,0.230459
01/22/2010,54,0.25289
01/22/2010,89,0.271044
01/22/2010,117,0.285026
01/22/2010,145,0.299481
01/22/2010,180,0.321077
01/22/2010,236,0.365134
01/22/2010,327,0.450996
01/22/2010,418,0.578766
01/22/2010,509,0.727712
01/22/2010,607,0.898448
01/22/2010,698,1.05948
01/22/2010,789,1.221736
01/22/2010,880,1.381163
01/22/2010,971,1.538064
01/22/2010,1062,1.691347
01/22/2010,1153,1.841061
01/22/2010,1244,1.983937
01/22/2010,1335,2.120681
01/22/2010,1426,2.251501
01/22/2010,1517,2.377458
01/22/2010,1608,2.49682
01/22/2010,1699,2.610644
01/22/2010,1790,2.719008
01/22/2010,1881,2.822946
01/22/2010,1972,2.920757
01/22/2010,2063,3.013914
01/22/2010,2154,3.102162
01/22/2010,2245,3.186906
01/22/2010,2336,3.266607
01/22/2010,2434,3.348487
01/22/2010,2525,3.420727
01/22/2010,2609,3.485604
01/22/2010,2707,3.556906
01/22/2010,2798,3.620361
01/22/2010,2889,3.681079
01/22/2010,2980,3.740073
01/22/2010,3071,3.796015
01/22/2010,3162,3.849888
01/22/2010,3253,3.901726
01/22/2010,3344,3.952374
01/22/2010,3435,4.000471
01/22/2010,3526,4.046731
01/22/2010,3617,4.091291
01/25/2010,7,0.211337
01/25/2010,14,0.22252
01/25/2010,23,0.228449
01/25/2010,51,0.250521
01/25/2010,86,0.268211
01/25/2010,114,0.283257
01/25/2010,142,0.297366
01/25/2010,177,0.318744
01/25/2010,233,0.361494
01/25/2010,324,0.447753
01/25/2010,415,0.574939
01/25/2010,506,0.724549
01/25/2010,604,0.896646
01/25/2010,695,1.059269
01/25/2010,786,1.223335
01/25/2010,877,1.384708
01/25/2010,968,1.543654
01/25/2010,1059,1.698619
01/25/2010,1150,1.849738
01/25/2010,1241,1.994165
01/25/2010,1332,2.132576
01/25/2010,1423,2.264836
01/25/2010,1514,2.39235
01/25/2010,1605,2.51308
01/25/2010,1696,2.628115
01/25/2010,1787,2.737557
01/25/2010,1878,2.842461
01/25/2010,1969,2.941139
01/25/2010,2060,3.03508
01/25/2010,2151,3.124036
01/25/2010,2242,3.209428
01/25/2010,2333,3.28972
01/25/2010,2431,3.37218
01/25/2010,2522,3.444914
01/25/2010,2606,3.510216
01/25/2010,2704,3.581972
01/25/2010,2795,3.645819
01/25/2010,2886,3.7069
01/25/2010,2977,3.766234
01/25/2010,3068,3.822493
01/25/2010,3159,3.876662
01/25/2010,3250,3.928778
01/25/2010,3341,3.979687
01/25/2010,3432,4.02803
01/25/2010,3523,4.07452
01/25/2010,3614,4.119299
01/26/2010,7,0.211337
01/26/2010,14,0.22252
01/26/2010,22,0.227779
01/26/2010,50,0.250668
01/26/2010,85,0.268505
01/26/2010,113,0.282356
01/26/2010,141,0.297752
01/26/2010,176,0.320182
01/26/2010,232,0.361547
01/26/2010,323,0.44663
01/26/2010,414,0.572147
01/26/2010,505,0.720735
01/26/2010,603,0.892097
01/26/2010,694,1.054891
01/26/2010,785,1.219673
01/26/2010,876,1.381611
01/26/2010,967,1.541012
01/26/2010,1058,1.695918
01/26/2010,1149,1.846986
01/26/2010,1240,1.991361
01/26/2010,1331,2.129725
01/26/2010,1422,2.261939
01/26/2010,1513,2.389411
01/26/2010,1604,2.510099
01/26/2010,1695,2.625362
01/26/2010,1786,2.735005
01/26/2010,1877,2.840088
01/26/2010,1968,2.938927
01/26/2010,2059,3.033011
01/26/2010,2150,3.122309
01/26/2010,2241,3.208012
01/26/2010,2332,3.288588
01/26/2010,2430,3.371329
01/26/2010,2521,3.444303
01/26/2010,2605,3.509811
01/26/2010,2703,3.58179
01/26/2010,2794,3.645828
01/26/2010,2885,3.707089
01/26/2010,2976,3.766589
01/26/2010,3067,3.823004
01/26/2010,3158,3.877464
01/26/2010,3249,3.929853
01/26/2010,3340,3.981021
01/26/2010,3431,4.029607
01/26/2010,3522,4.076328
01/26/2010,3613,4.121325
01/27/2010,7,0.211337
01/27/2010,14,0.22252
01/27/2010,21,0.227108
01/27/2010,49,0.249398
01/27/2010,84,0.267977
01/27/2010,112,0.28335
01/27/2010,140,0.29967
01/27/2010,175,0.325899
01/27/2010,231,0.372198
01/27/2010,322,0.465978
01/27/2010,413,0.600906
01/27/2010,504,0.758278
01/27/2010,602,0.937773
01/27/2010,693,1.105398
01/27/2010,784,1.272714
01/27/2010,875,1.435603
01/27/2010,966,1.594822
01/27/2010,1057,1.749138
01/27/2010,1148,1.899304
01/27/2010,1239,2.042166
01/27/2010,1330,2.178874
01/27/2010,1421,2.309319
01/27/2010,1512,2.434929
01/27/2010,1603,2.553962
01/27/2010,1694,2.667475
01/27/2010,1785,2.775544
01/27/2010,1876,2.879202
01/27/2010,1967,2.976744
01/27/2010,2058,3.069644
01/27/2010,2149,3.157856
01/27/2010,2240,3.24256
01/27/2010,2331,3.322213
01/27/2010,2429,3.404034
01/27/2010,2520,3.476218
01/27/2010,2604,3.541045
01/27/2010,2702,3.612279
01/27/2010,2793,3.675673
01/27/2010,2884,3.736328
01/27/2010,2975,3.79526
01/27/2010,3066,3.851139
01/27/2010,3157,3.905094
01/27/2010,3248,3.957005
01/27/2010,3339,4.00772
01/27/2010,3430,4.055877
01/27/2010,3521,4.102191
01/27/2010,3612,4.1468
01/28/2010,7,0.20885
01/28/2010,14,0.220034
01/28/2010,20,0.224126
01/28/2010,48,0.24862
01/28/2010,83,0.267751
01/28/2010,111,0.280764
01/28/2010,139,0.294659
01/28/2010,174,0.317969
01/28/2010,230,0.361465
01/28/2010,321,0.448538
01/28/2010,412,0.577594
01/28/2010,503,0.732185
01/28/2010,601,0.910477
01/28/2010,692,1.078618
01/28/2010,783,1.247504
01/28/2010,874,1.412157
01/28/2010,965,1.573277
01/28/2010,1056,1.729162
01/28/2010,1147,1.880645
01/28/2010,1238,2.024995
01/28/2010,1329,2.162981
01/28/2010,1420,2.294858
01/28/2010,1511,2.421724
01/28/2010,1602,2.54215
01/28/2010,1693,2.657173
01/28/2010,1784,2.766594
01/28/2010,1875,2.871471
01/28/2010,1966,2.970116
01/28/2010,2057,3.064019
01/28/2010,2148,3.153146
01/28/2010,2239,3.238689
01/28/2010,2330,3.319114
01/28/2010,2428,3.401699
01/28/2010,2519,3.474538
01/28/2010,2603,3.539928
01/28/2010,2701,3.611773
01/28/2010,2792,3.675695
01/28/2010,2883,3.736844
01/28/2010,2974,3.796239
01/28/2010,3065,3.852553
01/28/2010,3156,3.906915
01/28/2010,3247,3.959211
01/28/2010,3338,4.010291
01/28/2010,3429,4.058792
01/28/2010,3520,4.10543
01/28/2010,3611,4.150348
01/29/2010,7,0.20885
01/29/2010,14,0.220034
01/29/2010,19,0.223738
01/29/2010,47,0.248984
01/29/2010,82,0.268193
01/29/2010,110,0.28379
01/29/2010,138,0.29923
01/29/2010,173,0.32175
01/29/2010,229,0.364511
01/29/2010,320,0.44667
01/29/2010,411,0.569736
01/29/2010,502,0.717819
01/29/2010,600,0.88969
01/29/2010,691,1.052844
01/29/2010,782,1.217324
01/29/2010,873,1.378489
01/29/2010,964,1.536782
01/29/2010,1055,1.690326
01/29/2010,1146,1.839839
01/29/2010,1237,1.982505
01/29/2010,1328,2.119036
01/29/2010,1419,2.249642
01/29/2010,1510,2.37569
01/29/2010,1601,2.495389
01/29/2010,1692,2.609761
01/29/2010,1783,2.718596
01/29/2010,1874,2.822942
01/29/2010,1965,2.921333
01/29/2010,2056,3.015004
01/29/2010,2147,3.103917
01/29/2010,2238,3.189262
01/29/2010,2329,3.269502
01/29/2010,2427,3.351905
01/29/2010,2518,3.424583
01/29/2010,2602,3.489834
01/29/2010,2700,3.56153
01/29/2010,2791,3.62532
01/29/2010,2882,3.686344
01/29/2010,2973,3.745622
01/29/2010,3064,3.801824
01/29/2010,3155,3.856081
01/29/2010,3246,3.908277
01/29/2010,3337,3.959262
01/29/2010,3428,4.007673
01/29/2010,3519,4.054225
01/29/2010,3610,4.099061
02/01/2010,7,0.210094
02/01/2010,14,0.220034
02/01/2010,16,0.221645
02/01/2010,44,0.251559
02/01/2010,79,0.270356
02/01/2010,107,0.285825
02/01/2010,135,0.301185
02/01/2010,170,0.3237
02/01/2010,226,0.366546
02/01/2010,317,0.456163
02/01/2010,408,0.584783
02/01/2010,499,0.736539
02/01/2010,597,0.910343
02/01/2010,688,1.07481
02/01/2010,779,1.2403
02/01/2010,870,1.401724
02/01/2010,961,1.560216
02/01/2010,1052,1.714344
02/01/2010,1143,1.864737
02/01/2010,1234,2.008136
02/01/2010,1325,2.145284
02/01/2010,1416,2.276414
02/01/2010,1507,2.402611
02/01/2010,1598,2.522429
02/01/2010,1689,2.636897
02/01/2010,1780,2.745809
02/01/2010,1871,2.85046
02/01/2010,1962,2.949119
02/01/2010,2053,3.043249
02/01/2010,2144,3.132574
02/01/2010,2235,3.218293
02/01/2010,2326,3.298871
02/01/2010,2424,3.381602
02/01/2010,2515,3.45456
02/01/2010,2599,3.52005
02/01/2010,2697,3.591998
02/01/2010,2788,3.656004
02/01/2010,2879,3.717228
02/01/2010,2970,3.776692
02/01/2010,3061,3.833066
02/01/2010,3152,3.887483
02/01/2010,3243,3.939828
02/01/2010,3334,3.990952
02/01/2010,3425,4.039492
02/01/2010,3516,4.086167
02/01/2010,3607,4.131116
02/02/2010,7,0.211337
02/02/2010,14,0.22252
02/02/2010,15,0.223254
02/02/2010,43,0.252816
02/02/2010,78,0.27129
02/02/2010,106,0.286658
02/02/2010,134,0.301959
02/02/2010,169,0.325497
02/02/2010,225,0.366826
02/02/2010,316,0.456646
02/02/2010,407,0.583214
02/02/2010,498,0.732793
02/02/2010,596,0.904185
02/02/2010,687,1.066368
02/02/2010,778,1.230113
02/02/2010,869,1.390153
02/02/2010,960,1.547523
02/02/2010,1051,1.700721
02/02/2010,1142,1.850329
02/02/2010,1233,1.993425
02/02/2010,1324,2.130308
02/02/2010,1415,2.261203
02/02/2010,1506,2.38719
02/02/2010,1597,2.506819
02/02/2010,1688,2.621116
02/02/2010,1779,2.72987
02/02/2010,1870,2.834378
02/02/2010,1961,2.933137
02/02/2010,2052,3.027355
02/02/2010,2143,3.116759
02/02/2010,2234,3.202549
02/02/2010,2325,3.283191
02/02/2010,2423,3.365984
02/02/2010,2514,3.438993
02/02/2010,2598,3.504526
02/02/2010,2696,3.57652
02/02/2010,2787,3.640565
02/02/2010,2878,3.701824
02/02/2010,2969,3.76132
